0.42805,0.060922,0.064844,0.00024719,0.0011692,0.019521,0.063704,0.44267,0.067772,0.0017682,-0.00035061,-0.014979,0.063451,0.072907,0.44569,-0.0011068,0.0025159,-0.031566,0.00037423,0.0034466,-0.0011255,0.54158,0.017286,-0.00089514,0.0034342,-0.0019918,0.0029755,0.0092244,0.54626,-8.8231e-05,0.019674,-0.033022,-0.035216,0.0012948,-0.0045478,0.61501,1.0976e-10
0.42661,0.059243,0.061851,0.0010715,0.0015632,0.017994,0.064328,0.4468,0.074691,0.003884,-0.0016064,-0.029402,0.063895,0.074128,0.43202,-0.0021198,0.0025562,-0.019888,0.001829,0.0042024,-0.001991,0.5455,0.0087236,-0.0016209,0.0025245,-0.0021925,0.0021458,0.00325,0.52962,-0.00023979,0.019399,-0.036306,-0.023186,-0.0015239,-0.0024952,0.61319,1.7263e-10
0.42523,0.057649,0.062502,0.0008443,0.0013121,0.016427,0.06481,0.45987,0.072597,0.0051824,-0.0018164,-0.033895,0.064352,0.0686,0.42678,-0.0024143,0.0019996,-0.0097064,0.0023178,0.0052986,-0.0023937,0.55472,0.004766,-0.0017413,0.0021439,-0.0020013,0.0016643,0.0026048,0.51549,-0.00012267,0.017433,-0.037055,-0.015536,-0.0016494,-0.00079475,0.6001,2.2361e-10
0.42417,0.055929,0.063619,0.00043495,0.00096417,0.013285,0.064994,0.47328,0.069872,0.006409,-0.0016385,-0.031658,0.064709,0.062274,0.42419,-0.0025239,0.0014704,-0.0030716,0.002339,0.006434,-0.0027232,0.56268,0.0022524,-0.001641,0.0015639,-0.0016293,0.0011927,0.0024833,0.50512,-0.00016523,0.013825,-0.031948,-0.0097697,-0.0015057,-0.00019437,0.58757,2.6348e-10
0.42337,0.054365,0.064517,9.1506e-05,0.00058572,0.0087339,0.064925,0.48481,0.066815,0.0075036,-0.0010999,-0.022811,0.065004,0.056713,0.42315,-0.0027515,0.00087275,-2.0815e-05,0.0023483,0.0073531,-0.0029787,0.56838,0.00064648,-0.0011878,0.00095823,-0.0010907,0.00075396,0.0016039,0.49754,-0.00027063,0.0089226,-0.021757,-0.0055198,-0.0010122,9.8882e-05,0.57668,2.9152e-10
0.42285,0.053504,0.065183,-0.00015676,0.00016927,0.002959,0.064814,0.49177,0.064907,0.0081948,-0.00042302,-0.0082591,0.065209,0.053493,0.42265,-0.0029245,0.00032314,0.00017347,0.002389,0.007818,-0.0031126,0.57217,-0.00020422,-0.00046835,0.00028861,-0.0004066,0.00034232,0.0004894,0.49324,-0.00043938,0.0031205,-0.0077974,-0.0024618,-0.00043948,0.00019009,0.57171,2.9882e-10
0.4286,0.062265,0.064327,0.0030579,7.0147e-05,0.018044,0.063489,0.44134,0.067863,0.0042615,-0.00093847,-0.014612,0.063473,0.072703,0.44405,-0.0018495,0.0052487,-0.028619,0.0017415,0.010131,-0.0023544,0.54527,0.01616,-0.0019646,0.0025179,-0.0049255,0.0089614,0.0054594,0.54567,0.00091307,0.01914,-0.032363,-0.03007,-0.0027306,-0.0007936,0.60834,1.2087e-10
0.42702,0.06086,0.061937,0.0037548,0.0018705,0.016432,0.064787,0.44532,0.073359,0.0089166,-0.0027533,-0.027201,0.063961,0.073166,0.43207,-0.0045803,0.0054062,-0.018844,0.0041206,0.012087,-0.0056178,0.54985,0.008607,-0.0043306,0.0036774,-0.0058473,0.0062633,0.0015251,0.53199,-0.00027316,0.018494,-0.034418,-0.020382,-0.0051971,-0.0018899,0.60735,1.8498e-10
0.42569,0.059707,0.062638,0.0025866,0.0023228,0.014838,0.065764,0.45684,0.071827,0.013067,-0.0029653,-0.030683,0.06422,0.068111,0.42702,-0.0058706,0.0039043,-0.00973,0.0047757,0.014913,-0.0067941,0.559,0.0041644,-0.0046794,0.0037153,-0.0053394,0.0046392,0.0013218,0.51884,-0.00032075,0.016447,-0.034524,-0.014358,-0.0050094,-0.0011803,0.59466,2.3468e-10
0.4247,0.058464,0.063662,0.0013931,0.0019626,0.011947,0.0663,0.46861,0.069452,0.017215,-0.0027928,-0.028384,0.064381,0.062317,0.42456,-0.0069552,0.0026065,-0.0035765,0.0050978,0.017854,-0.0078307,0.56718,0.0017045,-0.004391,0.0030587,-0.0043509,0.0032754,0.0014821,0.50896,-0.0005582,0.013007,-0.029437,-0.0092826,-0.0043633,-0.00059285,0.58275,2.7034e-10
